*_id,title,authorname,rating,voters_count,gender,hometown,books_num,works_count,publisher
262,Relics of Camelot (Legendary Saga #3),L.H. Nicole,4.23,43,female,,5,5,Omnific Publishing
263,Perfect,Rachel Joyce,3.54,14144,female,,10,20,Doubleday
264,"Everywhere That Mary Went (Rosato & Associates, #1)",Lisa Scottoline,3.8,11247,female,Philadelphia,10,55,Harper Perennial
265,Coming of Age: The Sexual Awakening of Margaret Mead,Deborah Beatriz Blum,3.55,113,female,Los Angeles,2,2,Thomas Dunne Books
266,The Sleeper Awakes,Eilis Flynn,4.12,8,female,,10,18,Cerridwen Press
267,Resche Plimpton:Guitar Thief (Triumph Detective #2),Hazen Wardle,5,1,male,,6,6,smallmark books
268,"Jack's Run (Zach's Lie, #2)",Roland Smith,4.09,2572,,"Portland, Oregon",10,97,"Little, Brown Books for Young Readers"
269,Sky Bounce,Deanna Miller,3.44,16,female,,3,3,
270,Little Mouse on the Prairie,Stephen Cosgrove,4.05,368,male,"Spokane, WA",10,223,Price/Stern/Sloan Inc
271,"Waiting for Aegina (The Gift Saga, #2)",Effie Kammenou,4.58,195,female,New York,6,6,
272,Das Cusanus Spiel,Wolfgang Jeschke,3.17,155,,Decin,10,180,Droemer Knaur Verlag
273,"The Accused (Theodore Boone, #3)",John Grisham,3.98,10649,male,"Jonesboro, Arkansas",10,232,Dutton Books for Young Readers
274,Always Mine (The Blackthorn Trilogy #1),Sophia Johnson,3.54,271,female,,10,29,Zebra
275,Keep Holding On,Susane Colasanti,3.85,12240,female,New Jersey,10,13,Viking Juvenile
276,"Bewitching (Kendra Chronicles, #2)",Alex Flinn,3.95,9949,female,"Glen Cove, New York",10,24,HarperTeen
277,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",Terry Brooks,3.97,46612,male,"Sterling, Illinois",10,179,Orbit
278,"ReAwakened (Angel Creek, #2)",Ada Adams,4.35,250,female,,3,3,
279,Irrefutable,Dale  Roberts,3.33,350,,,5,5,DTR Books
280,THE COPY,Grant Boshoff,3.82,209,,Durban,3,3,
281,"Remy (Real, #3)",Katy Evans,4.3,28755,female,,10,52,Gallery Books
282,A Tale Dark & Grimm,Adam Gidwitz,4.07,21275,male,San Francisco,10,18,Dutton Books for Young Readers
283,"Sphinx's Princess (Sphinx's Princess, #1)",Esther M. Friesner,3.96,5061,female,"New York City, New York",10,250,Random House Books for Young Readers
284,Cake,Nicole Reed,3.82,2394,female,,8,8,nicolereedbooks
285,"Empress of the World (Battle Hall Davies, #1)",Sara Ryan,3.74,12452,female,"Athens, Ohio",10,15,Speak
286,"Maximus (Imperial Desire, #1)",Christine Elaine Black,4.6,40,female,,6,6,The Wild Rose Press
287,"Masters of Reality: The Gathering (The Ancient Future, #3)",Traci Harding,4.02,1367,female,Carlingford New South Wales,10,28,
288,"The Quest (Loving Leonardo, #2)",Rose Anderson,4,14,female,,10,27,Calliope's Writing Tablet
289,"New Beginnings (SuperNatural, #1)",Tamala Callaway,4,3,female,,10,10,Createspace
290,The Curious Charms of Arthur Pepper,Phaedra Patrick,3.9,34499,,,10,10,MIRA
291,Broken Pottery: The Life of an African Girl,Jennifer Ann,3.91,11,,,10,13,Ark House Press
292,11 Birthdays; Finally; and 13 Gifts,Wendy Mass,4.5,1476,female,Livingston,10,65,Scholastic
293,Braid of Tongues: Not every mistake is black and white (Braids Book 1),Monica David,4.57,49,female,,3,3,
294,"Sixty-One Nails (Courts of the Feyre, #1)",Mike Shevdon,3.8,3752,male,,8,8,
295,"Fury of Fire (Dragonfury, #1)",Coreene Callahan,3.79,5659,female,,10,24,Brilliance Audio
296,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,4.17,100993,male,"Providence, Rhode Island",10,41,Vintage Books
297,Shock Point,April Henry,4.07,1362,female,Portland,10,33,Putnam Publishing Group
298,When the Earth Had a Moon (Part 1),A.M. Cunning,3.68,38,female,,2,1,
299,"In Harm's Way (Heroes of Quantico, #3)",Irene Hannon,4.39,4484,female,,10,82,Fleming H. Revell Company
300,Flat Crazy (A Blanco County Mystery #3),Ben Rehder,4.13,757,male,"Austin, Texas",10,29,St. Martin's Paperbacks
301,The Tough Princess,Martin Waddell,4.21,71,male,Belfast,10,320,
302,"Death Magic (World of the Lupi, #8)",Eileen Wilks,4.27,3851,female,"Monahans, TX",10,86,Berkley
303,"Grimnirs  (Runes, #3)",Ednah Walters,4.29,3484,female,,10,37,Firetrail Publishing
304,Bohemian Grove (Bohemian Grove #1),T.M.  Williams,4.11,45,female,long beach,10,17,Nightengale Press
305,Strigoi,Wynter Wilkins,4.29,14,female,,5,5,Strategic
306,"The Crystal Ship (Slave Empire, #2)",T.C. Southwell,4.22,279,female,,10,35,
307,Heaven's Gate,Deborah Leitch,3.5,14,female,Miramichi,2,2,Createspace Independent Publishing Platform
308,Tell Me Lies,Jennifer Crusie,3.71,12162,female,"Wapakoneta, Ohio",10,63,St. Martin's Paperbacks
309,"Double Cross (Alex Cross, #13)",James Patterson,4.01,42053,male,"Newburgh, New York",10,688,Little Brown and Company
310,"A Fractured Light (A Beautiful Dark, #2)",Jocelyn Davies,4.04,8254,female,,8,8,HarperTeen
311,Destined: Supernatural,Tamala Callaway,4.5,2,female,,10,10,Createspace Independent Publishing Platform
312,"Never Change (The Apricot Tree House Mystery Series, #7)",Peggy Kopman-Owens,5,3,female,,10,26,"Aventura eBooks Limited, London, UK"
313,Seven Wakings,S.K. McCauley,4.14,90,female,Baltimore,1,1,CreateSpace Independent Publishing Platform
314,Silent Scream (South Shores #5),Karen Harper,3.5,334,female,,10,81,
315,"The Adventures of Dod, Book 1",Thomas R. Williams,3.68,303,,,10,15,
316,Whistling in the Dark,Tamara Allen,4.17,1184,,,9,9,Lethe Press
317,American Boys: The True Story of the Lost 74 of the Vietnam War,Louise Esola,4.25,65,,,1,1,Pennway Books
318,The Angel's Game (El cementerio de los libros olvidados #2),Carlos Ruiz Zafón,3.92,101781,male,Barcelona,10,42,Doubleday
319,"Dangerous Waters (The Guernsey Novels, #1)",Anne  Allen,3.7,362,female,Rugby,7,7,Sarnia Press
320,"Checkmate (Noughts & Crosses, #3)",Malorie Blackman,4.19,13148,female,London,10,115,Corgi Childrens
321,The Divorce Club,Jayde Scott,3.64,381,female,,10,14,Smashwords
322,The Glass Palace,Amitav Ghosh,3.96,21438,male,Calcutta,10,28,Random House Trade Paperbacks
323,Feels Like the First Time,Tawny Weber,3.65,298,female,,10,189,Harlequin Blaze
324,"Alpha and Omega (Alpha & Omega, #0.5)",Patricia Briggs,4.31,18818,female,"Butte, Montana",10,92,Subterranean Press
325,Secret: ...know more,Anita S.J.,4,4,,Mumbai,4,4,
326,The Saga Of Rahgaa (Seven Ghosts - The BirdOfPrey Chronicles #1),Brian T.L. Strauss,4.73,11,,,8,8,amazon.com
327,"Power Play (Kingdom Keepers, #4)",Ridley Pearson,4.21,7029,male,"Glen Cove, New York",10,117,Hyperion Book CH
328,Beaten by the Shtick,Jack X. Crawford,5,2,male,,5,5,Createspace
329,Solitaire,Alice Oseman,3.59,8875,female,,10,20,Harper Collins Children's Books UK
330,Free the Darkness (King's Dark Tidings #1),Kel Kade,4.27,13980,,,7,7,
331,"Hidden Enemy (Lorien Legacies: The Lost Files, #7-9)",Pittacus Lore,4.17,1891,,,10,64,HarperCollins
332,"Becoming Human (Exilon 5, #1)",Eliza Green,3.55,2259,female,Dublin,10,20,CreateSpace
333,"Hearts Set Free: An Epic Tale of Love, Faith, and the Glory of God's Grace",Jess Lederman,4.02,43,male,Tarrytown,10,28,
334,"Time's Eye (A Time Odyssey, #1)",Arthur C. Clarke,3.71,6312,male,"Minehead, Somerset, England",10,934,Del Rey Books
335,SatanWorld,Mark Goldberg,5,1,,,10,10,
336,Te Amo... I LOVE YOU,Rohit  Sharma,3.95,1070,male,Amritsar,4,4,Mahaveer Publishers
337,"My Commander (Bewitched and Bewildered, #1)",Alanea Alder,4.13,10413,,,10,24,Sacred Forest Publishing
338,"Parrish (Parrish Chronicles, #1)",Shannen Crane Camp,4.02,229,female,West Hills,10,14,Future House Publishing
339,Yoss,Odo Hirsch,3.56,140,male,,10,21,
340,The Gypsy Crown,Kate Forsyth,3.8,717,female,Sydney,10,68,Hyperion Books for Children
341,The Clone,Johan Thompson,5,7,,Johannesburg,1,1,Wicked Tales
342,"Songbird (A Sinclair Story, #1)",Jaymin Eve,4.09,1234,female,,10,57,
343,De Heks Van Al Het Kwaad (Heksen van Fantasia #7),Thea Stilton,4.06,36,,,10,151,
344,"Lawe's Justice (Breeds, #18; Feline Breeds, #15)",Lora Leigh,4.12,6754,female,,10,179,Berkley
345,La isla de los hombres solos,José León Sánchez,4.14,561,,Cucaracho de Río Cuarto,10,17,"Editorial Grijalbo, S.A. de C.V."
346,Once I Was A Princess,Jacqueline Pascarl,3.89,572,,,5,5,
347,"Consume (Devoured, #2)",Shelly Crane,4.04,3802,female,Arkansas,10,36,
348,The Spinster and The Earl,Beverly Adam,3.56,2067,female,,8,8,Lachesis Publishing
349,Graystripe's Adventure,Erin Hunter,4.44,1751,female,,10,226,HarperCollins
350,Snow in August,Pete Hamill,3.91,5478,male,"Brooklyn, New York",10,98,Grand Central Publishing
351,Coal River,Ellen Marie Wiseman,3.72,3827,female,,6,6,Kensington
352,All Fun and Games Until Somebody Loses an Eye,Christopher Brookmyre,4.19,3015,male,Glasgow,10,33,Not Avail
353,"The Girl from Everywhere (The Girl From Everywhere, #1)",Heidi Heilig,3.71,12975,female,"Honolulu, Hawaii",9,9,Hot Key Books
354,Bastard Out of Carolina,Dorothy Allison,4.11,37676,female,,10,51,
355,Breakfast with Buddha,Roland Merullo,3.85,14851,male,,10,27,
356,Make Me Tick: A Jim Kirby Thriller,Nick Carr,2.94,18,,,10,13,
357,Captain Marvel (2014-2015) #1,Kelly Sue DeConnick,4.05,11014,female,,10,242,
358,Plucking Poetry from the Air,C.S. Reid,4.57,7,female,Los Angeles,5,5,CS Reid
359,Got Luck,Michael  Darling,4.05,434,male,,10,42,
360,Paris City of Night,David Downie,3.63,35,male,,10,38,Mep
361,Triskellion,Will Peterson,3.52,1057,male,,6,4,Candlewick Press
362,"Cephrael's Hand (A Pattern of Shadow & Light, #1)",Melissa McPhail,4.16,2753,female,,7,7,Five Strands Publishing
363,Throwaway,Heather Huffman,3.66,5539,female,,10,23,Lulu.com
364,"After You (Me Before You, #2)",Jojo Moyes,3.72,268912,female,"London, England",10,52,Penguin Books
365,"The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation",Elizabeth Letts,4.2,11018,female,"Houston, Texas",8,8,Ballantine Books
366,"The Six-Gun Tarot (Golgotha, #1)",R.S. Belcher,3.78,3013,,Roanoke VA.,10,19,Tor Books
367,"From the Chrysalis (The Devereux Cousins, #1)",Karen E.  Black,3.64,235,female,Toronto,4,4,Karen E. Black
368,"The Dark Levy (Ten Tears Chronicles, #1)",Alaric Longward,3.89,146,male,,10,30,Hardhill Productions
369,The Last Cowboys,Harry Horse,3.97,68,male,,10,48,Not Avail
370,"The Cleaner (Jonathan Quinn, #1)",Brett Battles,3.87,5525,,,10,83,
371,"Flawed (Flawed, #1)",Cecelia Ahern,4.11,22286,female,Dublin,10,69,Feiwel and Friends
372,"The Sword in the Stars (Dark Sea Annals, #1)",Wayne Thomas Batson,4.3,544,male,,10,38,Living Ink Books
373,Hearing Thoughts,Anthony Diffley,2.78,9,,,1,1,"Page Publishing, Inc."
374,"The Summer Children (The Collector, #3)",Dot Hutchison,4.28,12857,female,,7,7,
375,The God Particle,Daniel Danser,4.21,38,male,,3,3,
376,Chasing Redbird,Sharon Creech,4.08,11563,female,"South Euclid, Ohio",10,42,MacMillan Children's Books
377,"Jacob (Nightwalkers, #1)",Jacquelyn Frank,4.02,19795,female,Long Island NY,10,51,Zebra
378,"Nobody's Baby But Mine (Chicago Stars, #3)",Susan Elizabeth Phillips,4.06,34058,female,,10,37,Avon Books
379,As Coisas que Perdemos (Fonteiras Artificiais #1),Denise Flaibam,4.5,10,female,,10,14,
380,Hero,Perry Moore,3.87,17022,male,"Richmond, Virginia",6,3,"Little, Brown Books for Young Readers"
381,"Nadia (Heirs of Anton, #2)",Susan K. Downs,4.21,297,female,,10,20,Barbour Publishing
382,"The Devil and Miss Prym (On the Seventh Day, #3)",Paulo Coelho,3.61,57466,male,Rio de Janeiro,10,185,HarperOne
383,Turbulence,Samit Basu,3.49,1111,,,10,55,Hachette
384,Spares,Michael Marshall Smith,4.13,3081,male,"Knutsford, Cheshire",10,199,HarperCollins
385,"Crane (Five Ancestors, #4)",Jeff Stone,4.22,1685,male,,10,38,Listening Library (Audio)
386,And One Last Thing ...,Molly Harper,4.04,6651,female,,10,40,Gallery Books
387,Red Mountain,David Thayer,3.92,13,male,"Niagara Falls, NY.",6,6,
388,Heaven Looks a Lot Like the Mall,Wendy Mass,3.8,5569,female,Livingston,10,65,"Little, Brown Young Readers"
389,Desire Unchained (Demonica #2),Larissa Ione,4.24,31307,female,,10,68,Forever
390,"You Are Special (Wemmicksville, #1)",Max Lucado,4.46,47834,,"San Angelo, Texas",10,982,Candle Books
391,"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,4.3,24631,male,Southern California,10,44,
392,The Gems of El: Beginnings - Book One,Bill Mays,4.75,4,,,10,15,Outskirts Press
393,"Red, White & Blues",L.V. Sage,4.77,13,female,Lomita,2,2,Outskirts Press
394,"Lady & the Vamp (Immortality Bites, #3)",Michelle Rowen,3.87,3240,female,,10,47,Forever
395,"The Moon of Gomrath (Tales of Alderley, #2)",Alan Garner,3.96,2146,male,"Congleton, Cheshire, England",10,61,HMH Books for Young Readers
396,"Wolf with Benefits (Pride, #8)",Shelly Laurenston,4.3,9083,female,,10,37,Brava
397,Dream your life (Acoustic Funambulist #11),Jean-Yves Crozier,5,1,,Montreal,10,122,
398,Trinity,Leon Uris,4.25,19368,male,"Baltimore, Maryland",10,46,Avon
399,Out of the Whirlwind,Chris Hambleton,4.09,11,male,,10,39,Createspace
400,"My Soul to Keep (Soul Screamers, #3)",Rachel Vincent,4.09,18976,female,,10,53,Harlequin Teen
401,"First Rider's Call (Green Rider, #2)",Kristen Britain,4.21,20336,female,,10,14,DAW
402,Big Little Lies,Liane Moriarty,4.27,668972,,Sydney,10,27,Berkley Books
403,A Safe Surrender (Donnelley Brothers Book Two),Alannah Carbonneau,4.11,105,female,,10,32,
404,"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.74,238699,female,"Yate, South Gloucestershire, England",10,244,Arthur A. Levine Books
405,The Big Empty,Ritch Gaiti,4.38,24,male,"Brooklyn, NY",7,7,Sedona Editions
406,"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs,4.34,91720,female,"Butte, Montana",10,92,Orbit
407,"Spark (Sky Chasers, #2)",Amy Kathleen Ryan,3.92,4037,female,,9,9,St. Martin's Griffin
408,"Alas, Babylon",Pat Frank,4.08,37235,male,"Chicago, Illinois",10,24,Harper Perennial Modern Classics
409,Bianco e Nero parte I: Il potere dei draghi,P. Marina Pieroni,3.85,40,female,Roma,6,6,Amazon KDP
410,Till Death Do Us Part,Dennis E. Adonis,4.14,22,male,Georgetown,10,15,Createspace
411,"Spook Country (Blue Ant, #2)",William Gibson,3.69,18285,male,"Conway, South Carolina",10,168,Putnam Adult
412,"Die Trying (Jack Reacher, #2)",Lee Child,4.02,98284,male,,10,245,Jove
413,Gold Coast,Nelson DeMille,4.08,24343,male,"New York, NY",10,95,Time Warner Books UK
414,"Hit 149 - Anna Brookes First Chapter (HiT, #1)",Margaret McHeyzer,4.14,538,female,,10,27,Margaret McHeyzer
415,In Harm's Way,Owen Mullen,4.19,228,male,Scotland,9,9,Bloodhound Books
416,Walking Through the Flames: The Flames Series Book 2,Ann Ansah-Grant,0,0,female,,3,3,Createspace Independent Publishing Platform
417,"Ignited (Ignited, #1)",Desni Dantone,3.98,4078,female,"Bedford, PA",10,18,Desni Dantone
418,"Red Country (First Law World, #6)",Joe Abercrombie,4.3,32091,male,"Lancaster, England",10,55,Orbit
419,"City of Lost Dreams (City of Dark Magic, #2)",Magnus Flyte,3.78,3226,female,,4,4,Penguin Books/Penguin Random House
420,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.04,380111,male,Belfast,10,539,HarperCollins Publishers
421,"The Prophet (Graveyard Queen, #3)",Amanda Stevens,3.98,6876,female,"Bradford, Arkansas",10,150,Mira
422,The Cover-Up,Dana Griffin,4.32,168,male,,4,4,Createspace
423,The Red Crystal (The Pirate & The Princess #2),Mio Chizuru,4.67,33,,,5,5,Seven Seas
424,"The Faerie War (Creepy Hollow, #3)",Rachel  Morgan,4.32,3651,female,,10,42,"Amazon Digital Services, Inc."
425,Two Journeys,Clemens P. Suter,3.92,39,male,,4,4,Booksurge Publishing
426,"Fault Line (Ben Treven, #1)",Barry Eisler,3.92,4346,male,New Jersey,10,53,Barry Eisler
427,Hometown Girl After All (Hometown #2),Kirsten Fullmer,4.27,752,female,"Prineville, Oregon",8,8,CreateSpace
428,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael Connelly,4.1,142848,male,"Philadelphia, Pennsylvania",10,263,Grand Central Publishing
429,"Boundless (Unearthly, #3)",Cynthia Hand,4.14,42736,female,"Boise, Idaho",10,17,HarperTeen
430,"Dark Slayer (Dark, #17)",Christine Feehan,4.4,15479,female,,10,132,Berkley Publishing Group
431,My Heart Stopped Beating,Chamed,3.38,123,female,,2,2,MindLeaves
432,"Samson's Lovely Mortal (Scanguards Vampires, #1)",Tina Folsom,3.94,16869,female,,10,87,Tina Folsom
433,"Good Night, Mr. Tom",Michelle Magorian,4.31,36474,female,Portsmouth,10,22,HarperCollins
434,"The Rockefeller Murders (The Cleveland Mysteries, #1)",River Smith,5,4,,,8,8,Liberation Brew Publications
435,Lord of Zantar (Daughter of Arella Trilogy #3),K.K. Weakley,5,3,female,Wexford,10,11,
436,Not Forgotten,Donna M. Zadunajsky,3.8,131,female,"Bristolville ,Ohio",10,20,
437,Leo,Mia Sheridan,4.04,35687,female,,10,41,
438,The Quest for Merlin,Nikolai Tolstoy,3.84,160,male,London,10,25,Little Brown & Co
439,"As Dead As It Gets (Bad Girls Don't Die, #3)",Katie Alender,4.37,7023,female,,9,9,"Little, Brown Books for Young Readers"
440,Immortal Love,Victoria Craven,4.17,6,female,,5,5,Tell-Tale Publishing
441,Gentlemen of the Road,Michael Chabon,3.43,12749,male,"Washington, District of Columbia",10,104,Ballantine Books
442,"Thy Gold to Refine (The Work and the Glory, #4)",Gerald N. Lund,4.32,10171,,,10,56,
443,Forgotten Treasures,B.M. Killaire,3.5,2,,,6,6,America Star Books
444,The Wedding Girl,Madeleine Wickham,3.49,26992,female,,10,16,Black Swan
445,"Vendetta (The Guardians, #2)",Katie Klein,4.04,820,female,,10,11,
446,"The Parisian Prodigal (Fools' Guild, #8)",Alan Gordon,4.19,227,male,,10,26,
447,"Turbulent Sea (Drake Sisters, #6)",Christine Feehan,4.38,11074,female,,10,132,Jove
448,"Highland Warrior (Campbell Trilogy, #1)",Monica McCarty,4.07,5341,female,,10,33,Ballantine Books
449,Prom Nights from Hell,Meg Cabot,3.27,18072,female,"Bloomington, Indiana",10,174,HarperTeen
450,"The Extinction Trials (The Extinction Trials, #1)",S.M.  Wilson,3.93,1510,female,,4,4,
451,The Bells of Herkimer,Natalie Merheb,4.25,16,female,,8,8,Pewter Press
452,Without A Heartbeat,Stuart Meczes,4.14,59,male,London,10,16,Amazon Digital Services
453,"After Dark (The 19th Year, #1)",Emi Gayle,3.68,707,female,,8,8,J. Taylor Publishing
454,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,4,338292,female,,10,34,Viking Penguin
455,A Threat to Justice: A Novel,Chuck Norris,3.88,52,male,"Ryan, Oklahoma",10,24,B&H Books
456,"Legacy (Vampire Beach, #4)",Alex Duval,3.81,1557,,,10,14,Simon Pulse
457,"The Uncrowned King (The Sun Sword, #2)",Michelle West,4.13,2043,female,,10,55,DAW Fantasy
458,172 Hours on the Moon,Johan Harstad,3.59,10399,male,Stavanger,10,23,Atom
459,The Tremblers (Blackburn Chronicles #1),Raquel Byrnes,3.6,50,female,Jacksonville,10,11,Watershed Books
460,Making Tracks,Scott G. Gibson,4.82,11,male,,10,10,Draft2digital
461,"The Deadliest Bite (Jaz Parks, #8)",Jennifer Rardin,4.21,2484,female,,10,15,Orbit
462,"Shadows and Light (Tir Alainn, #2)",Anne Bishop,4.04,6176,female,,10,39,Roc
463,Arcana Imperii: Origins,Ben Hamby,3.95,22,,,5,5,
464,In the Rogue Blood,James Carlos Blake,4.05,728,male,Tampico,10,17,Harper Perennial
465,Odell's Fall,Norman Bacal,4.42,53,male,Montreal,2,2,
466,Dustwalker,Tiffany Roberts,4.34,887,,,10,26,Createspace
467,"Unbroken (Beachwood Bay, #1)",Melody Grace,3.86,13439,female,,10,50,Melody Grace Books
468,No Angel: My Harrowing Undercover Journey to the Inner Circle of the Hells Angels,Jay Dobyns,3.8,4934,,,2,2,Crown
469,Short Nights of the Shadow Catcher: The Epic Life and Immortal Photographs of Edward Curtis,Timothy Egan,4.19,6057,,"Seattle, Washington",10,20,Houghton Mifflin Harcourt
470,Moongazer,Mari Mancusi,3.76,473,female,Haverhill,10,41,Love Spell
471,"Finding Perfect (Fool's Gold, #3)",Susan   Mallery,4.08,11292,female,,10,477,HQN
472,Sister Wife,Shelley Hrdlitschka,3.5,1689,female,,10,14,Orca Book Publishers
473,"Reveal (Amani, #2)",Lydhia Marie,4.12,8,female,,2,2,
474,"Windows (Coming Home, #1)",Emily Minton,3.72,1566,female,,10,43,
475,"Strong Side (Eastshore Tigers, #1)",Alison Hendricks,3.92,3191,female,,10,24,Amazon Digital Services
476,"New Moon Summer (Seasons of the Moon: Cain Chronicles, #1)",S.M. Reine,4.04,1950,female,,10,93,Red Idris Books
477,Constellation Planet,Jason Falloon,5,3,,London,1,1,
478,"The Halo Effect (Butterfield Institute, #1)",M.J. Rose,3.63,1388,female,New York City,10,51,MIRA
479,The Kingdoms of Day: First of the Holy Hound Trilogy,M.N.M. Abbott,3.5,14,female,Grants Pass,4,4,
